two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
no,30.0,Female,1,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,52.0,Male,0,0.0,0.0,F,Neglect Child / Bodily Harm,African-American
yes,25.0,Male,5,0.0,0.0,F,Poss Meth/Diox/Meth/Amp (MDMA),African-American
no,60.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
no,46.0,Female,7,0.0,0.0,M,Battery,African-American
no,62.0,Male,3,0.0,0.0,M,Battery,Caucasian
yes,57.0,Male,10,0.0,0.0,F,Possession of Cocaine,Other
yes,36.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,24.0,Male,2,0.0,0.0,F,Trans/Harm/Material to a Minor,African-American
yes,37.0,Male,3,0.0,0.0,M,Felony Battery (Dom Strang),Hispanic
no,25.0,Male,9,0.0,2.0,F,arrest case no charge,Caucasian
yes,21.0,Male,0,0.0,0.0,M,Battery,African-American
no,38.0,Male,0,0.0,0.0,M,Battery,Asian
yes,29.0,Male,5,0.0,0.0,F,Possession of Cannabis,African-American
yes,52.0,Male,0,0.0,0.0,M,Battery,African-American
no,29.0,Male,5,0.0,0.0,F,Possession Burglary Tools,African-American
yes,59.0,Male,13,0.0,0.0,F,Felony Petit Theft,African-American
no,39.0,Male,2,0.0,0.0,F,Possession of Cannabis,African-American
no,48.0,Male,1,0.0,0.0,M,Driving Under The Influence,Hispanic
yes,31.0,Male,3,0.0,0.0,M,Battery,Other
yes,20.0,Male,1,0.0,1.0,F,Burglary Conveyance Unoccup,African-American
no,50.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,27.0,Male,7,0.0,0.0,F,Burglary Structure Unoccup,African-American
no,27.0,Male,0,0.0,0.0,M,Battery,African-American
yes,31.0,Male,4,0.0,0.0,F,Felony Petit Theft,Caucasian
no,32.0,Female,2,0.0,0.0,F,Uttering a Forged Instrument,African-American
no,24.0,Female,2,0.0,0.0,M,Unlaw LicTag/Sticker Attach,African-American
yes,24.0,Male,4,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,30.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
no,21.0,Male,2,1.0,1.0,F,arrest case no charge,African-American
no,41.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,38.0,Male,1,0.0,0.0,F,Carrying Concealed Firearm,Other
yes,32.0,Male,2,0.0,0.0,F,Possession of Cocaine,African-American
no,27.0,Male,5,0.0,0.0,F,Possession of Cocaine,Caucasian
no,24.0,Female,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,69.0,Male,0,0.0,0.0,M,DUI- Enhanced,Caucasian
no,25.0,Male,1,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,55.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,28.0,Male,7,1.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,27.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,20.0,Female,1,0.0,0.0,F,Battery on Law Enforc Officer,African-American
yes,36.0,Male,2,0.0,0.0,F,Driving While License Revoked,African-American
yes,39.0,Female,10,0.0,0.0,F,Battery on a Person Over 65,Hispanic
yes,25.0,Male,10,0.0,1.0,F,Deliver Cocaine,African-American
no,35.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,12,0.0,1.0,M,Battery,African-American
no,69.0,Male,0,0.0,0.0,M,Battery,Other
no,21.0,Male,1,0.0,0.0,M,Criminal Mischief Damage <$200,Caucasian
no,41.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
no,38.0,Male,0,0.0,0.0,F,Driving While License Revoked,African-American
yes,21.0,Male,1,0.0,0.0,F,Tampering With Physical Evidence,African-American
no,31.0,Male,10,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
yes,35.0,Male,2,0.0,0.0,M,Viol Prot Injunc Repeat Viol,Caucasian
no,34.0,Male,5,0.0,0.0,M,Battery,African-American
no,52.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,21.0,Male,0,0.0,0.0,F,arrest case no charge,African-American
no,43.0,Male,8,0.0,0.0,M,Battery,African-American
no,32.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,49.0,Male,5,0.0,0.0,F,Robbery / No Weapon,Caucasian
no,21.0,Female,0,0.0,0.0,M,Battery,African-American
yes,28.0,Male,5,0.0,0.0,F,Crim Use of Personal ID Info,African-American
no,65.0,Female,1,0.0,0.0,F,Introduce Contraband Into Jail,Caucasian
no,27.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,29.0,Male,6,0.0,0.0,F,Possession Burglary Tools,Other
yes,48.0,Male,20,0.0,0.0,F,Possession of Cocaine,Caucasian
no,25.0,Male,1,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,20.0,Male,0,0.0,0.0,M,Battery,African-American
yes,49.0,Male,7,0.0,0.0,F,Child Abuse,Other
no,42.0,Male,6,0.0,0.0,M,Assault,Other
no,63.0,Male,6,0.0,0.0,F,arrest case no charge,African-American
no,40.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,34.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Hispanic
yes,21.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,27.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,29.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,35.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,9,0.0,0.0,M,arrest case no charge,African-American
no,50.0,Female,0,0.0,0.0,M,Battery,African-American
no,31.0,Male,1,0.0,0.0,M,Driving License Suspended,African-American
no,47.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,44.0,Male,2,0.0,0.0,M,Battery,Caucasian
yes,44.0,Male,8,0.0,0.0,F,Aggravated Assault w/Firearm,Hispanic
no,56.0,Male,0,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,Hispanic
no,23.0,Male,0,0.0,0.0,M,Battery,African-American
no,54.0,Male,10,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
no,38.0,Male,17,0.0,0.0,F,Felony Petit Theft,Caucasian
yes,25.0,Male,0,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,Hispanic
yes,44.0,Male,2,0.0,0.0,F,Felony Petit Theft,Caucasian
yes,52.0,Male,3,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
yes,52.0,Female,0,0.0,0.0,F,Felony Petit Theft,Caucasian
yes,21.0,Male,0,0.0,0.0,M,Prowling/Loitering,African-American
no,31.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,30.0,Female,9,0.0,0.0,F,arrest case no charge,Caucasian
no,39.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
no,56.0,Male,6,0.0,0.0,F,Possession of Cocaine,African-American
yes,35.0,Male,12,0.0,0.0,F,Possession of Oxycodone,African-American
no,39.0,Male,1,0.0,0.0,F,Burglary Dwelling Assault/Batt,Caucasian
no,29.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,28.0,Female,3,0.0,0.0,F,Felony Committing Prostitution,Caucasian
yes,23.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,26.0,Male,0,0.0,0.0,M,Criminal Mischief>$200<$1000,Caucasian
yes,64.0,Female,1,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
no,51.0,Female,10,1.0,0.0,F,arrest case no charge,African-American
no,58.0,Female,0,0.0,0.0,F,Harass Witness/Victm/Informnt,Other
yes,20.0,Male,1,0.0,0.0,F,Grand Theft of the 2nd Degree,Caucasian
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,21.0,Male,0,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
no,23.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,46.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Male,21,0.0,13.0,F,Driving While License Revoked,African-American
no,35.0,Male,5,0.0,0.0,F,Possession of Cocaine,Hispanic
no,34.0,Male,12,0.0,0.0,F,Deliver Cocaine,African-American
no,30.0,Female,0,0.0,0.0,M,Battery,African-American
no,47.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,30.0,Male,4,0.0,0.0,F,Use of Anti-Shoplifting Device,Caucasian
no,33.0,Male,0,0.0,0.0,M,Disorderly Conduct,Hispanic
no,47.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
yes,42.0,Male,33,0.0,0.0,F,arrest case no charge,African-American
yes,39.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
yes,50.0,Male,11,0.0,0.0,F,arrest case no charge,Caucasian
yes,30.0,Male,2,0.0,0.0,M,Susp Drivers Lic 1st Offense,Hispanic
no,24.0,Male,1,0.0,0.0,F,Possession Of Alprazolam,Caucasian
no,22.0,Female,2,0.0,0.0,F,Robbery Sudd Snatch No Weapon,African-American
no,45.0,Male,3,0.0,0.0,F,Aggrav Stalking After Injunctn,Caucasian
yes,26.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,39.0,Male,3,0.0,0.0,F,Possession of Cocaine,Caucasian
no,40.0,Male,1,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,24.0,Male,0,0.0,0.0,F,Possession of Cannabis,African-American
no,23.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
no,61.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,42.0,Male,3,0.0,0.0,F,Solicitation On Felony 3 Deg,Caucasian
yes,38.0,Male,3,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,67.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,23.0,Male,2,0.0,0.0,F,Aggravated Assault W/Dead Weap,Caucasian
yes,31.0,Male,1,0.0,0.0,F,Possession Of Heroin,Caucasian
no,40.0,Male,15,1.0,0.0,F,arrest case no charge,African-American
no,44.0,Male,0,0.0,0.0,F,arrest case no charge,African-American
yes,37.0,Male,10,0.0,0.0,F,Leaving the Scene of Accident,African-American
no,22.0,Female,3,0.0,1.0,M,Petit Theft $100- $300,African-American
yes,31.0,Male,6,0.0,0.0,M,Battery,Caucasian
yes,28.0,Male,9,0.0,0.0,F,Cash Item w/Intent to Defraud,African-American
no,57.0,Male,2,0.0,0.0,F,Resist Officer w/Violence,African-American
no,24.0,Male,5,0.0,0.0,M,arrest case no charge,Other
no,33.0,Male,9,0.0,0.0,F,Possession Of Phentermine,Caucasian
yes,30.0,Female,10,0.0,3.0,F,Possession of Cocaine,African-American
no,31.0,Male,5,0.0,1.0,F,arrest case no charge,Other
no,56.0,Male,7,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,67.0,Male,2,0.0,0.0,F,Fel Drive License Perm Revoke,Hispanic
yes,35.0,Male,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
yes,57.0,Male,23,0.0,0.0,F,arrest case no charge,African-American
yes,39.0,Female,8,0.0,0.0,F,Poss Pyrrolidinovalerophenone,Caucasian
no,65.0,Male,3,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,22.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,35.0,Female,2,0.0,0.0,F,arrest case no charge,African-American
yes,29.0,Male,2,0.0,1.0,M,Battery,African-American
yes,37.0,Male,2,0.0,0.0,M,Battery on Law Enforc Officer,Caucasian
yes,62.0,Male,13,0.0,0.0,F,Retail Theft $300 1st Offense,African-American
yes,22.0,Male,5,0.0,0.0,M,arrest case no charge,African-American
no,31.0,Male,6,0.0,0.0,M,arrest case no charge,African-American
yes,22.0,Male,0,0.0,0.0,M,Poss Of RX Without RX,African-American
yes,31.0,Male,8,0.0,0.0,F,Driving While License Revoked,Hispanic
no,56.0,Female,1,0.0,0.0,F,Possession of Cocaine,African-American
no,25.0,Male,2,0.0,0.0,F,arrest case no charge,Caucasian
no,33.0,Male,10,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,27.0,Female,3,0.0,0.0,F,Robbery / No Weapon,African-American
no,37.0,Male,1,0.0,0.0,F,Felony Petit Theft,African-American
no,41.0,Male,2,0.0,0.0,M,arrest case no charge,Caucasian
no,35.0,Male,5,0.0,0.0,F,Battery on Law Enforc Officer,African-American
yes,25.0,Male,1,0.0,0.0,M,Battery,Hispanic
no,55.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,2,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
no,35.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
yes,50.0,Male,3,0.0,0.0,M,Reckless Driving,Caucasian
no,30.0,Male,1,0.0,0.0,M,Battery,African-American
yes,25.0,Male,3,0.0,0.0,F,Possession of Cocaine,African-American
yes,65.0,Female,1,0.0,0.0,M,Lve/Scen/Acc/Veh/Prop/Damage,Caucasian
yes,31.0,Female,0,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,24.0,Female,0,0.0,0.0,M,Battery,African-American
yes,34.0,Male,6,0.0,0.0,F,arrest case no charge,African-American
yes,24.0,Male,3,0.0,0.0,M,Battery,Other
no,30.0,Female,4,0.0,1.0,F,Possession of Cocaine,African-American
no,35.0,Female,0,0.0,0.0,M,Battery,Hispanic
yes,30.0,Male,14,0.0,0.0,F,arrest case no charge,African-American
no,24.0,Male,1,0.0,0.0,M,Criminal Mischief Damage <$200,Caucasian
yes,51.0,Male,3,0.0,0.0,F,Interference with Custody,Caucasian
no,28.0,Female,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,27.0,Female,4,0.0,0.0,F,Drivg While Lic Suspd/Revk/Can,African-American
no,50.0,Male,5,0.0,0.0,F,arrest case no charge,Other
yes,22.0,Male,2,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,29.0,Male,2,0.0,0.0,F,Traffic Counterfeit Cred Cards,African-American
no,31.0,Male,0,0.0,0.0,F,Deliver Cocaine,African-American
no,31.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
no,32.0,Female,3,0.0,0.0,F,arrest case no charge,African-American
yes,27.0,Male,1,0.0,0.0,F,Burglary Structure Unoccup,African-American
yes,29.0,Male,6,0.0,0.0,F,Possession of Hydromorphone,Caucasian
no,59.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
yes,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,27.0,Female,1,0.0,0.0,F,Battery on Law Enforc Officer,Caucasian
no,33.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
no,35.0,Female,0,0.0,0.0,M,Battery,Other
yes,28.0,Male,9,0.0,0.0,F,arrest case no charge,Caucasian
no,40.0,Female,0,0.0,0.0,F,arrest case no charge,Other
no,53.0,Male,3,0.0,0.0,M,Battery,Hispanic
no,45.0,Male,0,0.0,0.0,M,Battery,Other
yes,24.0,Male,9,1.0,0.0,M,arrest case no charge,African-American
yes,31.0,Male,16,2.0,1.0,F,Grand Theft in the 3rd Degree,African-American
no,25.0,Male,0,0.0,0.0,M,Battery,Hispanic
yes,24.0,Male,0,0.0,0.0,M,,Caucasian
no,24.0,Male,0,0.0,0.0,F,"Possession Of 3,4Methylenediox",African-American
no,23.0,Male,6,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Hispanic
yes,23.0,Male,7,0.0,1.0,F,Carrying Concealed Firearm,African-American
no,47.0,Female,2,0.0,0.0,F,arrest case no charge,Hispanic
no,48.0,Male,0,0.0,0.0,M,DUI/Property Damage/Persnl Inj,Hispanic
no,35.0,Male,0,0.0,0.0,M,Operating W/O Valid License,Hispanic
yes,24.0,Male,3,0.0,0.0,F,arrest case no charge,Other
no,62.0,Male,0,0.0,0.0,F,Crim Use of Personal ID Info,Caucasian
no,52.0,Male,19,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Female,4,0.0,0.0,F,arrest case no charge,African-American
no,25.0,Male,1,0.0,0.0,F,Possession of Cocaine,Other
no,49.0,Male,1,0.0,0.0,M,Assault,African-American
yes,50.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
yes,47.0,Male,3,0.0,0.0,F,Poss Pyrrolidinovalerophenone,African-American
no,37.0,Male,14,0.0,0.0,F,Driving While License Revoked,African-American
no,26.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,28.0,Male,21,0.0,2.0,F,Driving While License Revoked,African-American
yes,26.0,Female,3,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,48.0,Male,4,0.0,0.0,F,Driving While License Revoked,Other
no,25.0,Male,1,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,20.0,Male,1,0.0,1.0,F,Grand Theft (Motor Vehicle),African-American
yes,34.0,Male,9,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,26.0,Male,1,0.0,0.0,M,Reckless Driving,Hispanic
yes,46.0,Male,9,1.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,27.0,Female,2,0.0,0.0,F,arrest case no charge,Caucasian
yes,21.0,Male,3,0.0,1.0,M,Battery,African-American
no,29.0,Male,1,0.0,0.0,F,Possession Of Heroin,Caucasian
no,46.0,Male,4,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,24.0,Male,0,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,African-American
no,51.0,Female,2,0.0,0.0,M,Battery,Hispanic
yes,57.0,Male,8,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
yes,33.0,Male,4,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,23.0,Male,4,0.0,1.0,F,Unauth Poss ID Card or DL,African-American
no,29.0,Male,5,0.0,0.0,F,Possession of Cocaine,African-American
yes,22.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,56.0,Male,10,0.0,0.0,M,Battery,Hispanic
yes,33.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,0,0.0,0.0,F,Crim Use of Personal ID Info,Other
no,31.0,Male,1,0.0,0.0,M,Operating W/O Valid License,Hispanic
yes,40.0,Male,3,0.0,0.0,F,Fleeing Or Attmp Eluding A Leo,African-American
no,48.0,Male,0,0.0,0.0,M,Viol Injunct Domestic Violence,Other
yes,32.0,Male,10,0.0,3.0,F,Sexual Battery / Vict 12 Yrs +,African-American
no,68.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,32.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,19.0,Male,2,0.0,1.0,F,Grand Theft in the 3rd Degree,African-American
no,56.0,Male,4,0.0,0.0,F,Possession Of Alprazolam,Hispanic
yes,23.0,Male,6,0.0,0.0,F,Uttering a Forged Instrument,African-American
yes,39.0,Male,17,6.0,1.0,F,Possession of Cocaine,Caucasian
no,25.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,42.0,Male,6,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
no,29.0,Male,1,0.0,0.0,M,Driving License Suspended,Caucasian
no,38.0,Male,2,0.0,0.0,M,Battery,Caucasian
yes,32.0,Male,10,0.0,2.0,F,Crlty Twrd Child Urge Oth Act,Caucasian
yes,23.0,Male,4,0.0,0.0,M,Battery,Caucasian
yes,58.0,Male,10,0.0,0.0,F,Possession of Cocaine,African-American
yes,42.0,Male,9,0.0,0.0,F,Possession of Cannabis,African-American
no,52.0,Male,3,0.0,0.0,F,Driving While License Revoked,Hispanic
yes,26.0,Male,1,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
no,27.0,Male,1,0.0,0.0,F,Dealing in Stolen Property,Caucasian
no,33.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,33.0,Male,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,23.0,Male,0,0.0,0.0,M,Battery,African-American
yes,25.0,Male,4,0.0,1.0,F,arrest case no charge,African-American
yes,32.0,Male,0,0.0,0.0,F,False Imprisonment,African-American
yes,34.0,Male,14,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
no,29.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,38.0,Male,19,0.0,0.0,F,arrest case no charge,African-American
no,29.0,Male,0,0.0,0.0,M,Poss Of Controlled Substance,Caucasian
yes,27.0,Male,6,0.0,0.0,F,Possession Burglary Tools,African-American
yes,25.0,Male,0,0.0,0.0,M,Disorderly Intoxication,Caucasian
yes,31.0,Female,2,0.0,0.0,F,arrest case no charge,Caucasian
yes,30.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
no,41.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,59.0,Male,8,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,33.0,Female,6,0.0,0.0,M,arrest case no charge,African-American
yes,27.0,Male,6,0.0,0.0,F,Felony Petit Theft,African-American
no,30.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),African-American
no,43.0,Male,4,0.0,0.0,F,Uttering a Forged Instrument,Caucasian
no,24.0,Female,2,0.0,0.0,F,Obtain Control Substance By Fraud,Caucasian
yes,45.0,Male,13,0.0,0.0,M,Viol Injunction Protect Dom Vi,African-American
yes,23.0,Male,0,0.0,0.0,F,False Imprisonment,Caucasian
no,40.0,Female,5,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,23.0,Female,0,0.0,0.0,F,Felony Petit Theft,African-American
no,39.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Female,5,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,26.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,21.0,Male,0,0.0,0.0,M,Battery,African-American
no,30.0,Male,3,0.0,1.0,F,Tampering with a Victim,Caucasian
no,44.0,Male,0,0.0,0.0,F,Grand Theft (Motor Vehicle),Caucasian
yes,21.0,Male,1,0.0,0.0,F,Burglary Dwelling Armed,African-American
no,23.0,Male,0,0.0,0.0,M,Lewdness Violation,African-American
no,49.0,Female,1,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,23.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,24.0,Male,1,0.0,0.0,F,Possession of Cocaine,African-American
yes,21.0,Female,1,0.0,0.0,F,arrest case no charge,African-American
yes,37.0,Female,7,0.0,0.0,F,False Ownership Info/Pawn Item,Caucasian
yes,21.0,Female,1,0.0,0.0,M,Battery,African-American
yes,28.0,Male,2,0.0,0.0,F,arrest case no charge,Caucasian
no,42.0,Male,2,0.0,0.0,M,Battery,Caucasian
yes,23.0,Male,7,0.0,2.0,F,Carrying Concealed Firearm,Other
yes,24.0,Female,2,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,31.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,24.0,Male,2,1.0,0.0,M,Prostitution/Lewd Act Assignation,African-American
no,25.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,55.0,Male,12,0.0,0.0,F,arrest case no charge,African-American
yes,33.0,Male,1,0.0,0.0,M,Battery,African-American
yes,26.0,Male,24,1.0,3.0,M,Resist/Obstruct W/O Violence,African-American
no,27.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,26.0,Male,3,0.0,0.0,M,Viol Prot Injunc Repeat Viol,Caucasian
yes,21.0,Male,0,0.0,0.0,M,,Hispanic
no,27.0,Female,0,0.0,0.0,M,Battery,African-American
no,46.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,38.0,Female,1,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,0,0.0,0.0,M,Exposes Culpable Negligence,African-American
no,38.0,Female,0,0.0,0.0,M,Viol Prot Injunc Repeat Viol,African-American
yes,27.0,Male,7,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
no,48.0,Male,6,0.0,0.0,F,arrest case no charge,African-American
yes,31.0,Female,2,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,28.0,Male,5,0.0,0.0,M,Battery,African-American
no,30.0,Male,7,0.0,0.0,F,Agg Assault W/int Com Fel Dome,Hispanic
yes,25.0,Male,6,0.0,0.0,M,Petit Theft,Caucasian
yes,27.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
no,55.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,1,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,40.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,0,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
yes,50.0,Male,26,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,28.0,Male,10,0.0,1.0,F,arrest case no charge,African-American
yes,20.0,Male,2,0.0,1.0,F,Possession of Cocaine,African-American
yes,33.0,Male,9,1.0,0.0,M,Aggravated Battery,Native American
yes,31.0,Male,10,5.0,0.0,F,arrest case no charge,African-American
no,57.0,Female,0,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
no,25.0,Male,0,0.0,0.0,M,Battery,African-American
yes,22.0,Male,7,0.0,4.0,F,arrest case no charge,African-American
yes,31.0,Male,3,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
no,43.0,Male,7,0.0,0.0,F,arrest case no charge,African-American
no,25.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,39.0,Male,1,0.0,0.0,M,Battery,Hispanic
no,40.0,Male,1,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
yes,20.0,Male,0,0.0,0.0,F,Burglary Structure Unoccup,African-American
no,35.0,Male,2,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,34.0,Male,1,0.0,0.0,M,arrest case no charge,African-American
yes,27.0,Male,18,0.0,0.0,F,Felony Petit Theft,Caucasian
yes,37.0,Male,1,0.0,0.0,F,arrest case no charge,Hispanic
yes,38.0,Female,3,0.0,0.0,F,Driving While License Revoked,African-American
yes,21.0,Male,0,0.0,0.0,F,Possession of Cannabis,Caucasian
yes,25.0,Male,0,0.0,0.0,M,Battery,African-American
yes,53.0,Male,6,0.0,0.0,M,Petit Theft,African-American
no,50.0,Female,4,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
no,23.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,2,1.0,0.0,F,Deliver Cocaine,African-American
yes,22.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,27.0,Male,0,0.0,0.0,M,Susp Drivers Lic 1st Offense,Caucasian
yes,29.0,Male,5,0.0,0.0,F,Possession of Cannabis,African-American
no,38.0,Male,1,0.0,0.0,M,Battery,African-American
no,54.0,Female,2,0.0,0.0,F,arrest case no charge,Caucasian
yes,26.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,37.0,Male,23,1.0,8.0,F,Deliver Cocaine,African-American
yes,36.0,Male,25,0.0,2.0,M,Battery,African-American
yes,28.0,Male,18,0.0,0.0,F,Deliver Cannabis,African-American
no,49.0,Male,1,0.0,0.0,M,arrest case no charge,African-American
no,36.0,Male,11,0.0,0.0,F,Driving While License Revoked,African-American
